"","Gene","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","Transcript.stable.ID","Transcript.start..bp.","Transcript.end..bp.","length"
"175","MGG_00244",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_00244T0",3540068,3541504,1436
"176","MGG_00245",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,2,0,0,"MGG_00245T0",3536263,3537755,1492
"177","MGG_00246",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,13,0,1,45,7,1,13,19,0,"MGG_00246T0",3533872,3535545,1673
"178","MGG_00249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,2,0,"MGG_00249T0",3525561,3530101,4540
"179","MGG_00252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,3,4,1,0,"MGG_00252T0",3518666,3520735,2069
"180","MGG_00253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,"MGG_00253T0",3516340,3518506,2166
"181","MGG_00254",0,0,0,1,0,1,1,0,2,0,0,0,4,0,2,18,2,2,20,7,8,13,9,7,"MGG_00254T0",3514529,3516326,1797
"182","MGG_00255",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,0,0,"MGG_00255T0",3511658,3513360,1702
"183","MGG_00256",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,11,2,0,4,11,1,"MGG_00256T0",3509391,3511476,2085
"184","MGG_00257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,2,3,2,"MGG_00257T0",3507005,3508382,1377
"185","MGG_00258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,5,3,0,"MGG_00258T0",3503407,3505590,2183
"186","MGG_00259",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00259T0",3500300,3500743,443
"187","MGG_00260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00260T0",3498496,3499755,1259
"188","MGG_00261",0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,4,3,1,4,3,0,6,3,0,"MGG_00261T0",3491249,3494583,3334
"189","MGG_00264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,7,1,1,"MGG_00264T0",3479498,3481202,1704
"190","MGG_00265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"MGG_00265T0",3477729,3479370,1641
"191","MGG_00266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00266T0",3470340,3471323,983
"192","MGG_00267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00267T0",3467694,3468293,599
"193","MGG_00268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,0,"MGG_00268T0",3465021,3467452,2431
"194","MGG_00268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,0,"MGG_00268T1",3464738,3467668,2930
"195","MGG_00269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00269T0",3462917,3463487,570
"196","MGG_00270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,6,6,0,"MGG_00270T0",3460222,3461563,1341
"197","MGG_00271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,4,1,0,"MGG_00271T0",3458917,3460387,1470
"198","MGG_00271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,4,1,0,"MGG_00271T1",3458917,3460387,1470
"199","MGG_00272",0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,3,2,0,1,1,0,0,1,1,"MGG_00272T0",3456643,3458105,1462
"200","MGG_00273",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,4,0,0,"MGG_00273T0",3454040,3454577,537
"201","MGG_00274",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,2,2,1,5,5,3,"MGG_00274T0",3450526,3451703,1177
"202","MGG_00275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"MGG_00275T0",3448169,3450796,2627
"203","MGG_00276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,"MGG_00276T0",3445917,3447694,1777
"204","MGG_00277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00277T0",3440329,3442043,1714
"205","MGG_00278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00278T0",3438787,3439168,381
"206","MGG_00281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,0,0,"MGG_00281T0",3433484,3434173,689
"207","MGG_00282",0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,3,3,3,1,0,3,0,0,"MGG_00282T0",3425187,3428803,3616
"208","MGG_00283",0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,22,0,1,4,0,0,4,1,0,"MGG_00283T0",3423331,3424264,933
"209","MGG_00287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,12,1,1,2,0,1,"MGG_00287T0",3413313,3414801,1488
"210","MGG_00288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,0,0,2,2,1,"MGG_00288T0",3409291,3412488,3197
"211","MGG_00289",0,0,0,0,0,0,0,0,2,0,0,0,7,4,9,6,4,7,16,24,10,26,30,2,"MGG_00289T0",3396743,3399392,2649
"212","MGG_00290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00290T0",3395660,3396864,1204
"213","MGG_00291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,"MGG_00291T0",3388111,3394246,6135
"214","MGG_00292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_00292T0",3386709,3387958,1249
"215","MGG_00294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_00294T0",3377612,3379624,2012
"216","MGG_00295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MGG_00295T0",3373932,3376790,2858
"217","MGG_00296",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00296T0",3371251,3374088,2837
"218","MGG_00297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,2,4,0,"MGG_00297T0",3368218,3370188,1970
"219","MGG_00298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_00298T0",3365942,3367660,1718
"220","MGG_00299",0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,10,2,2,5,6,1,10,7,0,"MGG_00299T0",3360431,3363059,2628
"221","MGG_00300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"MGG_00300T0",3356366,3358337,1971
"222","MGG_00301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"MGG_00301T0",3353537,3355173,1636
"223","MGG_00302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,1,1,0,"MGG_00302T0",3348799,3351635,2836
"224","MGG_00304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00304T0",3336425,3339526,3101
"225","MGG_00305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00305T0",3333499,3334283,784
"226","MGG_00306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,7,2,1,8,9,2,"MGG_00306T0",3329658,3332992,3334
"227","MGG_00307",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,8,4,0,7,11,0,"MGG_00307T0",3328129,3329333,1204
"228","MGG_00308",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,0,"MGG_00308T0",3326050,3328297,2247
"229","MGG_00309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"MGG_00309T0",3322306,3324317,2011
"230","MGG_00310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00310T0",3320183,3322356,2173
"231","MGG_00311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,"MGG_00311T0",3310828,3312350,1522
"232","MGG_00312",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,0,"MGG_00312T0",3308796,3310975,2179
"233","MGG_00314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,"MGG_00314T0",3303151,3305243,2092
"234","MGG_00316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,2,10,0,0,"MGG_00316T0",3295255,3298277,3022
"235","MGG_00317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,1,"MGG_00317T0",3293327,3295045,1718
"236","MGG_00318",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,3,2,0,6,0,0,"MGG_00318T0",3289519,3292919,3400
"237","MGG_00319",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,2,4,6,1,3,0,"MGG_00319T0",3286188,3288284,2096
"238","MGG_00320",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_00320T0",3276470,3280709,4239
"239","MGG_00321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00321T0",3275173,3276454,1281
"240","MGG_00322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"MGG_00322T0",3272028,3274005,1977
"241","MGG_00325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00325T0",3264048,3265665,1617
"242","MGG_00329",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,0,0,14,0,0,4,2,0,"MGG_00329T0",3246251,3249801,3550
"243","MGG_00330",0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,17,0,1,20,6,1,12,8,1,"MGG_00330T0",3243463,3245589,2126
"244","MGG_00331",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,3,3,2,1,"MGG_00331T0",3236690,3238271,1581
"245","MGG_00332",0,1,0,0,1,2,0,2,1,0,0,0,3,1,0,1,0,0,5,0,0,2,1,2,"MGG_00332T0",3232422,3236625,4203
"246","MGG_00333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00333T0",3231899,3235071,3172
"247","MGG_00336",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,2,0,2,1,0,"MGG_00336T0",3221782,3224097,2315
"248","MGG_00338",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"MGG_00338T0",3205066,3208598,3532
"249","MGG_00339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00339T0",3202503,3204622,2119
"250","MGG_00340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00340T0",3200920,3201911,991
"251","MGG_00341",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,3,10,8,1,12,8,2,"MGG_00341T0",3198393,3200667,2274
"252","MGG_00342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,3,0,"MGG_00342T0",3196338,3198067,1729
"253","MGG_00343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,"MGG_00343T0",3191170,3194347,3177
"254","MGG_00345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,2,1,4,3,1,"MGG_00345T0",3180747,3188502,7755
"255","MGG_00346",0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,5,2,2,10,7,0,7,10,1,"MGG_00346T0",3175908,3179079,3171
"256","MGG_00347",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,"MGG_00347T0",3174298,3175740,1442
"257","MGG_00348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,2,0,"MGG_00348T0",3170837,3173626,2789
"258","MGG_00349",0,0,0,0,0,0,0,1,0,0,0,0,1,5,4,8,2,2,23,11,2,12,17,2,"MGG_00349T0",3168888,3170365,1477
"259","MGG_00350",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3,0,"MGG_00350T0",3167637,3169205,1568
"260","MGG_00351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00351T0",3164378,3167509,3131
"261","MGG_00352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,0,2,1,1,"MGG_00352T0",3159730,3161974,2244
"262","MGG_00354",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,12,2,5,17,5,1,6,7,0,"MGG_00354T0",3146822,3152273,5451
"263","MGG_00355",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,3,0,5,2,0,"MGG_00355T0",3145452,3146679,1227
"264","MGG_00356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,7,2,4,"MGG_00356T0",3138024,3142154,4130
"265","MGG_00357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,"MGG_00357T0",3135209,3137274,2065
"266","MGG_00359",0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,2,2,2,0,1,"MGG_00359T0",3132080,3133547,1467
"267","MGG_00360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,"MGG_00360T0",3129591,3132104,2513
"268","MGG_00361",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,5,6,0,6,6,0,"MGG_00361T0",3127042,3129184,2142
"269","MGG_00362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,"MGG_00362T0",3125140,3126906,1766
"270","MGG_00363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,"MGG_00363T0",3120398,3125210,4812
"271","MGG_00364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,1,2,1,"MGG_00364T0",3117595,3119445,1850
"272","MGG_00365",0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,23,1,4,26,13,8,22,17,4,"MGG_00365T0",3111851,3114402,2551
"273","MGG_00366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,0,"MGG_00366T0",3109157,3110649,1492
"274","MGG_00367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00367T0",3106575,3107824,1249
"275","MGG_00369",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,1,2,1,0,0,0,0,"MGG_00369T0",3102905,3104711,1806
"276","MGG_00370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,"MGG_00370T0",3101074,3102793,1719
"277","MGG_00371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,9,1,1,7,6,1,"MGG_00371T0",3095364,3101556,6192
"278","MGG_00373",0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,14,1,2,8,5,1,14,10,0,"MGG_00373T0",3085047,3089634,4587
"279","MGG_00374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MGG_00374T0",3082640,3084106,1466
"280","MGG_00375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_00375T0",3078891,3080165,1274
"281","MGG_00378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MGG_00378T0",3067310,3069160,1850
"282","MGG_00379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_00379T0",3065474,3066824,1350
"283","MGG_00380",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,"MGG_00380T0",3064124,3064582,458
"284","MGG_00382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_00382T0",3058465,3060281,1816
"285","MGG_00383",0,0,0,1,0,0,5,0,8,1,1,4,9,10,11,25,4,2,33,7,2,11,18,1,"MGG_00383T0",3055226,3057467,2241
"286","MGG_00384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"MGG_00384T0",3049261,3053392,4131
"287","MGG_00385",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,37,6,1,27,12,4,"MGG_00385T0",3045521,3049264,3743
"288","MGG_00387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,"MGG_00387T0",3038493,3040063,1570
"289","MGG_00388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,"MGG_00388T0",3034142,3038589,4447
"290","MGG_00389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00389T0",3032847,3033278,431
"291","MGG_00390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00390T0",3028826,3029605,779
"292","MGG_00391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00391T0",3027552,3028638,1086
"293","MGG_00392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,2,0,0,"MGG_00392T0",3024277,3026564,2287
"294","MGG_00393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2,1,0,"MGG_00393T0",3018207,3022801,4594
"295","MGG_00394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00394T0",3016429,3017641,1212
"296","MGG_00395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00395T0",3014157,3016099,1942
"297","MGG_00396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,3,0,3,2,1,"MGG_00396T0",3012967,3014357,1390
"298","MGG_00397",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,2,0,"MGG_00397T0",3010714,3012797,2083
"299","MGG_00398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00398T0",3007111,3009781,2670
"300","MGG_00399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_00399T0",3004586,3010486,5900
"301","MGG_00400",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00400T0",3002901,3003981,1080
"302","MGG_00401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00401T0",3001128,3002159,1031
"303","MGG_00402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00402T0",2999012,3000197,1185
"304","MGG_00406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,2,2,0,"MGG_00406T0",2986443,2987795,1352
"305","MGG_00407",0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,8,2,1,7,2,1,"MGG_00407T0",2984398,2986387,1989
"306","MGG_00408",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,3,0,0,3,1,0,"MGG_00408T0",2981782,2983920,2138
"307","MGG_00409",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,9,1,2,9,2,3,5,6,0,"MGG_00409T0",2979450,2980351,901
"308","MGG_00410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00410T0",2978152,2978633,481
"309","MGG_00411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,2,0,"MGG_00411T0",2973275,2976274,2999
"310","MGG_00413",0,0,0,1,1,1,0,0,0,0,0,0,4,3,6,11,0,1,23,6,2,30,28,10,"MGG_00413T0",2965384,2967996,2612
"311","MGG_00415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00415T0",2954896,2956286,1390
"312","MGG_00416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00416T0",2952849,2954570,1721
"313","MGG_00417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00417T0",2950294,2952800,2506
"314","MGG_00418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00418T0",2948541,2949107,566
"315","MGG_00419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00419T0",2945735,2947702,1967
"316","MGG_00420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00420T0",2943485,2945172,1687
"317","MGG_00421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00421T0",2942014,2943068,1054
"318","MGG_00422",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00422T0",2940937,2941935,998
"319","MGG_00423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00423T0",2939720,2940826,1106
"320","MGG_00426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00426T0",2932221,2933147,926
"321","MGG_00427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00427T0",2921876,2930511,8635
"322","MGG_00428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00428T0",2920505,2929876,9371
"323","MGG_00429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00429T0",2916015,2918522,2507
"324","MGG_00431",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5,0,0,2,4,2,"MGG_00431T0",2913449,2915414,1965
"325","MGG_00432",0,0,0,1,2,3,3,0,5,0,0,0,4,1,8,30,5,12,58,15,22,88,51,16,"MGG_00432T0",2911199,2912691,1492
"326","MGG_00433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00433T0",2909451,2910065,614
"327","MGG_00435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"MGG_00435T0",2901124,2903367,2243
"328","MGG_00436",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,"MGG_00436T0",2897297,2899584,2287
"329","MGG_00438",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,2,6,1,1,8,4,0,"MGG_00438T0",2893112,2894950,1838
"330","MGG_00439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"MGG_00439T0",2891118,2892874,1756
"331","MGG_00440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00440T0",2888371,2890892,2521
"332","MGG_00441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00441T0",2886592,2887997,1405
"333","MGG_00443",0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,12,0,0,82,27,4,61,56,7,"MGG_00443T0",2881917,2882618,701
"334","MGG_00444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,1,3,6,0,"MGG_00444T0",2880071,2881523,1452
"335","MGG_00445",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_00445T0",2878787,2881016,2229
"336","MGG_00446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,0,0,5,1,0,"MGG_00446T0",2876940,2878100,1160
"337","MGG_00447",0,0,0,0,0,0,1,0,0,0,0,0,4,2,9,37,3,8,48,26,14,66,86,14,"MGG_00447T0",2867446,2873079,5633
"338","MGG_00448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,1,0,"MGG_00448T0",2864626,2867104,2478
"339","MGG_00449",0,0,0,0,0,0,0,0,1,0,0,1,2,1,5,17,1,1,20,11,2,32,16,8,"MGG_00449T0",2861321,2864356,3035
"340","MGG_00450",0,0,0,0,0,2,2,5,5,1,1,1,4,2,8,63,3,3,34,10,3,35,25,6,"MGG_00450T0",2854756,2858986,4230
"341","MGG_00451",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,1,0,1,0,0,"MGG_00451T0",2852969,2854583,1614
"342","MGG_00454",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,5,7,8,4,"MGG_00454T0",2839300,2844291,4991
"343","MGG_00455",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,4,13,6,1,11,10,1,"MGG_00455T0",2835944,2839251,3307
"344","MGG_00456",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,12,2,1,14,1,0,"MGG_00456T0",2829801,2835553,5752
"345","MGG_00457",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,"MGG_00457T0",2823840,2825596,1756
"346","MGG_00458",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,2,1,1,"MGG_00458T0",2822681,2823709,1028
"347","MGG_00459",0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,6,2,1,7,1,0,1,2,0,"MGG_00459T0",2821446,2822831,1385
"348","MGG_00460",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,2,1,0,"MGG_00460T0",2819116,2820853,1737
"349","MGG_00461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"MGG_00461T0",2817170,2818768,1598
"350","MGG_00464",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,2,2,0,"MGG_00464T0",2804762,2807640,2878
